text_after_cleaning,text,tweet_id,clean_tweets
mina ngithuswa ukuthi nama ayalala wodwa nawo ‍️,@OlwethuVilakazi Mina ngithuswa ukuthi nama10 ayalala wodwa nawo 🙆🏾‍♂️,tweet_1430639648217440260,mina ngithuswa ukuthi nama10 ayalala wodwa nawo 🙆🏾‍♂️
ngicela ungifakake mina uzothuma mina,"@thandozng Ngicela ungifakake mina, uzoTHUMA MINA🤣 https://t.co/ZuEPJMTZKf",tweet_1266254459740418048,ngicela ungifakake mina uzothuma mina🤣
inkani yami yimbiii am really praying for it ukuthi yehle,@kabelo_maja Inkani Yami yimbiii🥺😒 am really praying for it ukuthi yehle.,tweet_1217706186910334976,inkani yami yimbiii🥺😒 am really praying for it ukuthi yehle
umuntu umlalise ngesisu avuke qingqo acabange ukuthi sidlala utummy time,Umuntu umlalise ngesisu avuke qingqo acabange ukuthi sidlala uTummy time😭😭😭,tweet_1289675040867233793,umuntu umlalise ngesisu avuke qingqo acabange ukuthi sidlala utummy time😭😭😭
amadlelo aluhlaza kumnandi emzansi kant wena u,"@takalanimasiya @Eye_vm @nickmangwana @zvimwe Amadlelo aluhlaza, kumnandi eMzansi, kant wena u? 👇🏿 https://t.co/SNTO3qh998",tweet_1512642886004789250,amadlelo aluhlaza kumnandi emzansi kant wena u 👇🏿
waqala wagcogcoma inkundla yonke nje umsakazi nakanjani kuzothi lwaphe,"Waqala wagcogcoma inkundla yonke nje umsakazi, nakanjani kuzothi lwaphe! 😂 https://t.co/a85EpOErNW",tweet_1395890392168546308,waqala wagcogcoma inkundla yonke nje umsakazi nakanjani kuzothi lwaphe 😂
uyakhala uyaduduzeka uyahleka uyahlekwa uyacikeka konke uyakuthola la ku thwitha,"Uyakhala, uyaduduzeka, uyahleka, uyahlekwa, uyacikeka. Konke uyakuthola la ku Thwitha🤞🏽",tweet_1451911446888165377,uyakhala uyaduduzeka uyahleka uyahlekwa uyacikeka konke uyakuthola la ku thwitha🤞🏽
national anthem ayinamusic video kodwa babhizi badlana namabillion iphi imali yemusic video yenational anthem,"""National Anthem ayina-music video kodwa babhizi badlana nama-billion."" 😂 @CyrilRamaphosa, iphi imali ye-music video yeNational Anthem?",tweet_1297954843773095936,national anthem ayinamusic video kodwa babhizi badlana namabillion 😂 iphi imali yemusic video yenational anthem
and ke mntase asitolikwa nyani but i was writing notes in a patients file ndaybhala ngawo umageba lowo ‍️,@WandileHlamvana And ke mntase asitolikwa nyani! But I was writing notes in a patient’s file 😭 Nday’bhala ngawo uMageba lowo 🤷🏾‍♂️,tweet_1532700094813855745,and ke mntase asitolikwa nyani but i was writing notes in a patients file 😭 ndaybhala ngawo umageba lowo 🤷🏾‍♂️
uyabona nje indaba yabashana,Uyabona nje indaba yabashana. 😑 https://t.co/EMe3uo5zg3,tweet_1392452339773153290,uyabona nje indaba yabashana 😑
brooo umkhaba wonke pho,@Jus_N1ck Brooo umkhaba wonke pho? 😂👐🏽,tweet_1440594143395258370,brooo umkhaba wonke pho 😂👐🏽
ngempela zibuhlungu izinyawo zakhe ulenda ngazo instead of ukucokama,@Ntetheh_MaZwide Ngempela zibuhlungu izinyawo zakhe ulenda ngazo instead of ukucokama😭😭,tweet_1429128945522331652,ngempela zibuhlungu izinyawo zakhe ulenda ngazo instead of ukucokama😭😭
yeses your body ubuhle konke nje,Yeses Your Body🔥🔥 ubuhle🔥 konke nje🔥😍 https://t.co/eMPNtCTzO0,tweet_1269538276387491840,yeses your body🔥🔥 ubuhle🔥 konke nje🔥😍
mase beshayana ngamabhodlela ngathi into enormalmanje usisi uneyinkophe ezingaphelele isgqoko sakhe siqhumele sekwi bad hair day umjita ngapha uyazisola usefuna ukuzibulalawena awuyijwayele yonke lento ivele ilethe uokapi icherry ithi mi zibulalale uyeke isdina weeh,"Mase beshayana ngamabhodlela ngathi into enormal,manje usisi uneyinkophe ezingaphelele isgqoko sakhe siqhumele sekwi bad hair day umjita ngapha uyazisola usefuna ukuzibulala...wena awuyijwayele yonke lento ivele ilethe uokapi icherry ithi ""mi zibulalale uyeke isdina""😭 weeh https://t.co/7kjoaVAppp",tweet_1249478214558388224,mase beshayana ngamabhodlela ngathi into enormalmanje usisi uneyinkophe ezingaphelele isgqoko sakhe siqhumele sekwi bad hair day umjita ngapha uyazisola usefuna ukuzibulalawena awuyijwayele yonke lento ivele ilethe uokapi icherry ithi mi zibulalale uyeke isdina😭 weeh
ay dawg koda isuper league yayizobheda for ama team amancane ngoba sasesingeke siwabuke,@peek_ay 😂ay dawg koda iSuper league yayizobheda for ama team amancane ngoba sasesingeke siwabuke,tweet_1518136664299872259,😂ay dawg koda isuper league yayizobheda for ama team amancane ngoba sasesingeke siwabuke
fokof ke futhi xa kusba,@LootLove Fokof ke futhi xa kusba❤,tweet_1289702992803794944,fokof ke futhi xa kusba❤
waze wanesono lo otshontshe imali yamisengathi engasha isende nx,"Waze wanesono lo otshontshe imali yami😠😭sengathi engasha isende, nx",tweet_1458001430749536257,waze wanesono lo otshontshe imali yami😠😭sengathi engasha isende nx
lol awu hlezi wena ungiphathisa ngekhanda njaaaalo nje and bayangitshela njaloaya why mara,@BartierYandiey Lol awu hlezi wena ungiphathisa ngekhanda njaaaalo nje and bayangitshela njalo.😂😂🤭Aya why mara?,tweet_1268087222391144448,lol awu hlezi wena ungiphathisa ngekhanda njaaaalo nje and bayangitshela njalo😂😂🤭aya why mara
sicela adlale noma hours nje,Sicela @dlalathukzin_ adlale noma 2 hours nje 🕺🏽🕺🏽🕺🏽🕺🏽🕺🏽🕺🏽🕺🏽🕺🏽 #LockdownHouseParty @ChannelOTV @Shimza01,tweet_1259121857883787274,sicela adlale noma 2 hours nje 🕺🏽🕺🏽🕺🏽🕺🏽🕺🏽🕺🏽🕺🏽🕺🏽
owazalwa ukufumbethe akekho ongakuphuca khona talent but lets pray our talent kulomona esiphila kuwo durban kwazulunatal,"Owazalwa ukufumbethe akekho ongakuphuca khona “talent “ but let’s pray our talent kulomona esiphila kuwo 🙏 @ Durban, KwaZulu-Natal https://t.co/C0cyIkdxVg",tweet_1392928170152767498,owazalwa ukufumbethe akekho ongakuphuca khona talent but lets pray our talent kulomona esiphila kuwo 🙏 durban kwazulunatal
phela odayisayo uzosho ukuthi udayisani,@KingNosie Phela odayisayo uzosho ukuthi udayisani😅🤭,tweet_1337006194649665538,phela odayisayo uzosho ukuthi udayisani😅🤭
ngeke ngithuke ngoba legenge ehamba nama sonto iweekend yonke ave idlana lapha ematendeni,Ngeke ngithuke ngoba legenge ehamba nama sonto iWeekend yonke ave idlana lapha ematendeni 😂 https://t.co/Gebhes2z9f,tweet_1329106715162386432,ngeke ngithuke ngoba legenge ehamba nama sonto iweekend yonke ave idlana lapha ematendeni 😂
i hope likhona itiye,@fezile_mcunu I hope likhona itiye 🥺,tweet_1489628925231869955,i hope likhona itiye 🥺
ngaz kwenzeka njan ke uma nobabili nihlala eloxion,Ngaz kwenzeka njan ke uma nobabili nihlala eLoxion 😂😂 https://t.co/P2Taj03ayT,tweet_1306580980132728832,ngaz kwenzeka njan ke uma nobabili nihlala eloxion 😂😂
angisho wena vele uyapipiyelwa lapho,@Charllene_K Angisho wena vele uyapipiyelwa lapho 🤣🤣🤣🤣,tweet_1271485842394054656,angisho wena vele uyapipiyelwa lapho 🤣🤣🤣🤣
kodwa as long as ngifikile mina kwi destination yami kuzobe ku right webafo omunye useyozibona yena,@cphomgazi @Bheki_Nyathi kodwa as long as ngifikile mina kwi Destination yami kuzobe ku right webafo omunye useyozibona yena.😆😂,tweet_1525837596437389319,kodwa as long as ngifikile mina kwi destination yami kuzobe ku right webafo omunye useyozibona yena😆😂
weh khohlwa ama values ani la ofuna ukuzifundisa wona,@SoltDaily Weh khohlwa 😂😂😂 ama values ani la ofuna ukuzifundisa wona?,tweet_1266095889241833474,weh khohlwa 😂😂😂 ama values ani la ofuna ukuzifundisa wona
abantu benu bafana nabethu manje ‍️,@MbaliiMashinini Abantu benu bafana nabethu manje 🤷‍♂️,tweet_1401060785951027203,abantu benu bafana nabethu manje 🤷‍♂️
mom just took the wrong off ramp and said vele bengfuna ukbona lomgwagqo ukuthi usafana yini,Mom just took the wrong off ramp and said “Vele bengfuna ukbona lomgwagqo ukuthi usafana yini” 💀💀💀,tweet_1327537738887946240,mom just took the wrong off ramp and said vele bengfuna ukbona lomgwagqo ukuthi usafana yini 💀💀💀
akunjalo ndabezitha ngyazibuzela nje,"@Ndabezitha21 Akunjalo Ndabezitha, ngyazibuzela nje😹",tweet_1370306346348908545,akunjalo ndabezitha ngyazibuzela nje😹
intshebe kanti ucabanga ukuthi eyani isafe mntase,@zee_nyanda Intshebe kanti ucabanga ukuthi eyani🥲 iSafe mntase,tweet_1530251546507747329,intshebe kanti ucabanga ukuthi eyani🥲 isafe mntase
ngyabonga bhuti wami amazwi amahle angikhumbuzayo ukuthi nothing last forever,@fabulouskzn @Hybreed_SA Ngyabonga bhuti wami amazwi amahle angikhumbuzayo ukuthi nothing last forever 🙏🏾🙏🏾,tweet_1451878360565653508,ngyabonga bhuti wami amazwi amahle angikhumbuzayo ukuthi nothing last forever 🙏🏾🙏🏾
ushipha kanjan e taxini evale amawindi yaz abantu la emnyango,Ushipha kanjan e taxini evale amawindi yaz abantu la emnyango😭😭😭😭,tweet_1341803751288541187,ushipha kanjan e taxini evale amawindi yaz abantu la emnyango😭😭😭😭
happy mothers day kubona bonke omama nibe nosuku oluhle,@MaskandiTwiter happy mothers day 💞😍kubona bonke omama nibe nosuku oluhle 💞😍 https://t.co/DhM0KsVJCw,tweet_1259390996481298432,happy mothers day 💞😍kubona bonke omama nibe nosuku oluhle 💞😍
awungingamalangabinjengoba ngishaya lempempe naweke usuyothenga eyakho ngoba konke engikwenzayo nawe uyakwenza,Awu🔥ngingamalangabi…njengoba ngishaya lempempe nawe-ke usuyothenga eyakho ngoba konke engikwenzayo nawe uyakwenza https://t.co/zT3jY1RnCt,tweet_1529870615087284224,awu🔥ngingamalangabinjengoba ngishaya lempempe naweke usuyothenga eyakho ngoba konke engikwenzayo nawe uyakwenza
amaphoyisa avele adonsa izibhamu adubula abafundi ngaphendle kwesizathulo mphenyi uthini mangabe ethi kwakungabhishwa kungashiswa mathayi kungajikijelwa‍shuthi amaphoyisa ayahlanya makunjalo,"@SABCizindaba #lunchtimenews amaphoyisa avele adonsa izibhamu adubula abafundi ngaphendle kwesizathu?lo mphenyi uthini mangabe ethi kwakungabhishwa, kungashiswa mathayi, kungajikijelwa🤷‍♂shuthi amaphoyisa ayahlanya makunjalo.",tweet_1486297420581556227,amaphoyisa avele adonsa izibhamu adubula abafundi ngaphendle kwesizathulo mphenyi uthini mangabe ethi kwakungabhishwa kungashiswa mathayi kungajikijelwa🤷‍♂shuthi amaphoyisa ayahlanya makunjalo
kodwa jovongcwele ngani suppprta bhola ngixakwe yini,Kodwa Jovongcwele ngani suppprt(a) bhola ngixakwe yini? 😭😭😭😭,tweet_1527760195534962690,kodwa jovongcwele ngani suppprta bhola ngixakwe yini 😭😭😭😭
lol ngasho nje ukuthi kumina umushisa uyi s dont apply,"@AndileWentPvt Lol, ngasho nje ukuthi kumina umushisa uyi-10 😂 6, 7, 8, 9s don’t apply",tweet_1320435581063745538,lol ngasho nje ukuthi kumina umushisa uyi10 😂 6 7 8 9s dont apply
unwele olude sinjani isipho sokungumuvela iapplication bese amafees kube uhappybirthday,"@Mpilo_Perci unwele olude, sinjani isipho sokungumuvela iapplication bese ama-fees kube uHappyBirthday🎉🥳🎂",tweet_1549842231535738882,unwele olude sinjani isipho sokungumuvela iapplication bese amafees kube uhappybirthday🎉🥳🎂
haybo im wet now so angikwaz ukuhlala la ngzogodola nje so im going home,@sinelisolindani Haybo I'm wet now so angikwaz ukuhlala la ngzogodola nje so I'm going home💃🏾💃🏾💃🏾💃🏾,tweet_1513456601729945604,haybo im wet now so angikwaz ukuhlala la ngzogodola nje so im going home💃🏾💃🏾💃🏾💃🏾
bengithi amaxhosa kuphela athanda imali kanti nonke ninjalo senifuna ubill gates wami vele,"Bengithi amaxhosa kuphela athanda imali kanti nonke ninjalo, senifuna u-Bill gates wami vele??😟",tweet_1389610457636409350,bengithi amaxhosa kuphela athanda imali kanti nonke ninjalo senifuna ubill gates wami vele😟
lapho mina nginqokozisa ikhanda kamnandi kanjani la,@_ThenjiweM 😂😂😂 lapho mina nginqokozisa ikhanda kamnandi kanjani la,tweet_1261336398424150016,😂😂😂 lapho mina nginqokozisa ikhanda kamnandi kanjani la
aybo kant ufuna kuze kube ngki,@NosiphoNgobese_ Aybo Kant ufuna kuze kube ngki 😭😂😂😂,tweet_1338508582619377673,aybo kant ufuna kuze kube ngki 😭😂😂😂
ngithanda utata uma esethi hhay ngiyakubonga we corona you took our loved ones our jobs etc even our lives are at risk hhay,"Ngithanda utata uma esethi #ImmediateEffect 🙌🏿 Hhay ngiyakubonga we Corona, you took our loved ones, our jobs etc. Even our lives are at risk! Hhay!",tweet_1338552286830800896,ngithanda utata uma esethi 🙌🏿 hhay ngiyakubonga we corona you took our loved ones our jobs etc even our lives are at risk hhay
please invite nigerian celebrities only next year sikhathele abantu abangazwani nokuhambiselana netheme‍️kunini sibuka abantu bedakwa,"@HWBDurbanJuly please invite Nigerian celebrities only next year, sikhathele abantu abangazwani nokuhambiselana neTheme🤦‍♂️💔kunini sibuka abantu bedakwa #durbanjuly2022",tweet_1545754126839169026,please invite nigerian celebrities only next year sikhathele abantu abangazwani nokuhambiselana netheme🤦‍♂️💔kunini sibuka abantu bedakwa
sengathi umoya wakhe ungathola ukuthula kwaphakade ekuphumuleni kwawo kwaphakade ️,Sengathi umoya wakhe ungathola ukuthula kwaphakade ekuphumuleni kwawo kwaphakade. 🙏🏽♥️,tweet_1469922590022340615,sengathi umoya wakhe ungathola ukuthula kwaphakade ekuphumuleni kwawo kwaphakade 🙏🏽♥️
respect ibhalwe emehlweni nje kundodakazi asbonge,"@pinkymlele @DumaMazibuko2 @Phindi_P @ukhozi_fm Respect ibhalwe emehlweni nje kuNdodakazi, asbonge👏",tweet_1484398814152773635,respect ibhalwe emehlweni nje kundodakazi asbonge👏
mina ngingaba boyfriend ama games ngiyozi hlanganisela,"Mina ngingaba boyfriend, ama games ngiyozi hlanganisela 💀 https://t.co/1OovYlmQKM",tweet_1271208694513090560,mina ngingaba boyfriend ama games ngiyozi hlanganisela 💀
kulowyemini manje wena wawulindele ukuthi kwenziwebsuku ngokugibelimfene kuphi khonabahleka kabi uma umuntu ewile as if aksoze kwabehlela bona,"@Mtubane Kulowyemini manje wena wawulindele ukuthi kwenziwebsuku ngokugibelimfene, kuphi khona🤔bahleka kabi uma umuntu ewile as if aksoze kwabehlela bona",tweet_1262377227003531270,kulowyemini manje wena wawulindele ukuthi kwenziwebsuku ngokugibelimfene kuphi khona🤔bahleka kabi uma umuntu ewile as if aksoze kwabehlela bona
skipping is not enough sengikhumbula ukujaha umoya emgwaqeni mina manje these errands need to come to an end now,"skipping is not enough, sengikhumbula ukujaha umoya emgwaqeni mina manje 😪 these errands need to come to an end now!",tweet_1235227129534656514,skipping is not enough sengikhumbula ukujaha umoya emgwaqeni mina manje 😪 these errands need to come to an end now
its a sunday kuyagcwala e car wash ngizofica u layini,@Nzimanqobile It's a Sunday kuyagcwala e car wash ngizofica u layini 😏,tweet_1338037266715963392,its a sunday kuyagcwala e car wash ngizofica u layini 😏
hhayi udinga ukuyophalaziswa ulanga kodwa no akahlale naye uqhoziyasi bafanelene umashelembe nje aphume kubo,@sandempanza Hhayi!!! Udinga ukuyophalaziswa uLanga👀 kodwa no.. akahlale naye uqhoziyasi bafanelene🚮 uMaShelembe nje aphume kubo,tweet_1438150759313465357,hhayi udinga ukuyophalaziswa ulanga👀 kodwa no akahlale naye uqhoziyasi bafanelene🚮 umashelembe nje aphume kubo
izwa nje uthini eish wena mthoko awuzwa,@Mthigo_ Izwa nje Uthini? Eish wena Mthoko awuzwa😂😂,tweet_1270041227946328064,izwa nje uthini eish wena mthoko awuzwa😂😂
ngoba ethi uyifuna back ilento yakhe angeke ayisho,Ngoba ethi uyifuna back ilento yakhe angeke ayisho? 😂😂😂 https://t.co/yhTzAo46pO,tweet_1293061637595832321,ngoba ethi uyifuna back ilento yakhe angeke ayisho 😂😂😂
ngyabonga sis wami ngzoshada yezwa ngzokmema futhi,"@_nanahdladla 😂😂😂ngyabonga sis wami. Ngzoshada yezwa, ngzokmema futhi",tweet_1308343778961481728,😂😂😂ngyabonga sis wami ngzoshada yezwa ngzokmema futhi
nenye iowtie yakhe yathi mayibuzwa abantu ukuthi exe awuskeem nalomthaka waphika kathathu kodwa izono zethu ezidinga ukuxolelwa,@LeboQholosha Nenye iowtie yakhe yathi mayibuzwa abantu ukuthi exe awuskeem nalomthaka waphika kathathu kodwa izono zethu ezidinga ukuxolelwa 😂,tweet_1514855916620943361,nenye iowtie yakhe yathi mayibuzwa abantu ukuthi exe awuskeem nalomthaka waphika kathathu kodwa izono zethu ezidinga ukuxolelwa 😂
i relationship ka teddy no mama wakhe mhhhhhhhhhh fikelwa inyembez the fact that umthand nom eyisidakwa umama wakh,I relationship ka Teddy no Mama wakhe mhhhhhhhhhh 😪😪😪😪😪fikelwa inyembez the fact that umthand nom eyisidakwa umama wakh#GomoraMzansi,tweet_1250120641468039171,i relationship ka teddy no mama wakhe mhhhhhhhhhh 😪😪😪😪😪fikelwa inyembez the fact that umthand nom eyisidakwa umama wakh
mina ekhanda lami uyena ushaka and thats forever,Mina ekhanda lami uyena uShaka. And that’s forever 😂 https://t.co/tDLYUKmTA5,tweet_1305235351292780547,mina ekhanda lami uyena ushaka and thats forever 😂
ihabakuyahlaleka nje ngaphandle kocansi senashiswa impene nina,"@Samkele_mlambo Ihaba😂kuyahlaleka nje ngaphandle kocansi, senashiswa impene nina😂",tweet_1244672702713077761,ihaba😂kuyahlaleka nje ngaphandle kocansi senashiswa impene nina😂
chaaaaa bengithi mina ayinjalo ‍️ autocorrect ungifaka ehlathini,@Andz_i_am Chaaaaa! Bengithi mina ayinjalo 🙆🏾‍♂️ autocorrect ungifaka ehlathini!,tweet_1448553496924639232,chaaaaa bengithi mina ayinjalo 🙆🏾‍♂️ autocorrect ungifaka ehlathini
lol ay this poet uthi uzomthola omunye kodwa uqeda kshaya ey yaz amadoda izinja ngampela sisalapho nj manje newcastle nithi abanye bangenephi uma nina senisthatha sonke isihogo,Lol 😂😂 ay this poet... Uthi uzomthola omunye kodwa uqeda kshaya ey yaz amadoda izinja ngampela #Uyajola99Sundays Sisalapho nj manje Newcastle nithi abanye bangenephi uma nina senisthatha sonke isihogo,tweet_1284940627990511617,lol 😂😂 ay this poet uthi uzomthola omunye kodwa uqeda kshaya ey yaz amadoda izinja ngampela sisalapho nj manje newcastle nithi abanye bangenephi uma nina senisthatha sonke isihogo
babhebhana abantu at gym haybongithi ksazama shower ngyezwa no man kunuka lona mangithi ntlaaaaa ei ingane baybambe ngedwgy ekoneni,Babhebhana abantu at gym haybo🙆🙆🙆🙆🙆🙆ngithi ksazama shower ngyezwa no man kunuka lona mangithi ntlaaaaa ei ingane baybambe ngeDwgy ekoneni.🙆🙆🙆🙆🙆🙆🙆🙆🙆🙆🙆. https://t.co/K2F2B3Ligs,tweet_1507608039733477383,babhebhana abantu at gym haybo🙆🙆🙆🙆🙆🙆ngithi ksazama shower ngyezwa no man kunuka lona mangithi ntlaaaaa ei ingane baybambe ngedwgy ekoneni🙆🙆🙆🙆🙆🙆🙆🙆🙆🙆🙆
silindeni sithole imali nana abantu bethu kahle kahle,Silindeni Sithole imali Nana abantu bethu kahle kahle😂😂 https://t.co/zLWzurdqkR,tweet_1231096622286823424,silindeni sithole imali nana abantu bethu kahle kahle😂😂
